"M0 z","M0 rho 68 percent lower","M0 rho 68 percent upper","M0 rho 95 percent lower","M0 rho 95 percent upper","M0 rho best","M1 z","M1 rho 68 percent lower","M1 rho 68 percent upper","M1 rho 95 percent lower","M1 rho 95 percent upper","M1 rho best","M2 z","M2 rho 68 percent lower","M2 rho 68 percent upper","M2 rho 95 percent lower","M2 rho 95 percent upper","M2 rho best","M3 z","M3 rho 68 percent lower","M3 rho 68 percent upper","M3 rho 95 percent lower","M3 rho 95 percent upper","M3 rho best","M4 z","M4 rho 68 percent lower","M4 rho 68 percent upper","M4 rho 95 percent lower","M4 rho 95 percent upper","M4 rho best","M5 z","M5 rho 68 percent lower","M5 rho 68 percent upper","M5 rho 95 percent lower","M5 rho 95 percent upper","M5 rho best"
-141.096,6.52251,6.53530,6.51625,6.53874,6.52468,-141.096,6.52251,6.53530,6.51625,6.53874,6.52468,-141.096,6.52251,6.53530,6.51625,6.53874,6.52468,-143.922,6.52251,6.53530,6.51625,6.53874,6.52468,-143.922,6.52251,6.53530,6.51625,6.53874,6.52468,-143.922,6.52251,6.53530,6.51625,6.53874,6.52468
-138.348,6.52251,6.53530,6.51625,6.53874,6.52468,-138.348,6.52251,6.53530,6.51625,6.53874,6.52468,-138.348,6.52251,6.53530,6.51625,6.53874,6.52468,-141.123,6.52251,6.53530,6.51625,6.53874,6.52468,-141.123,6.52251,6.53530,6.51625,6.53874,6.52468,-141.123,6.52251,6.53530,6.51625,6.53874,6.52468
-135.600,6.52251,6.53530,6.51625,6.53874,6.52468,-135.600,6.52251,6.53530,6.51625,6.53874,6.52468,-135.600,6.52251,6.53530,6.51625,6.53874,6.52468,-138.323,6.52251,6.53530,6.51625,6.53874,6.52468,-138.323,6.52251,6.53530,6.51625,6.53874,6.52468,-138.323,6.52251,6.53530,6.51625,6.53874,6.52468
-132.852,6.52251,6.53530,6.51625,6.53874,6.52468,-132.852,6.52251,6.53530,6.51625,6.53874,6.52468,-132.852,6.52251,6.53530,6.51625,6.53874,6.52468,-135.524,6.52251,6.53530,6.51625,6.53874,6.52468,-135.524,6.52251,6.53530,6.51625,6.53874,6.52468,-135.524,6.52251,6.53530,6.51625,6.53874,6.52468
-130.104,6.52251,6.53530,6.51625,6.53874,6.52468,-130.104,6.52251,6.53530,6.51625,6.53874,6.52468,-130.104,6.52251,6.53530,6.51625,6.53874,6.52468,-132.724,6.52251,6.53530,6.51625,6.53874,6.52468,-132.724,6.52251,6.53530,6.51625,6.53874,6.52468,-132.724,6.52251,6.53530,6.51625,6.53874,6.52468
-127.356,6.52251,6.53530,6.51625,6.53874,6.52468,-127.356,6.52251,6.53530,6.51625,6.53874,6.52468,-127.356,6.52251,6.53530,6.51625,6.53874,6.52468,-129.925,6.52251,6.53530,6.51625,6.53874,6.52468,-129.925,6.52251,6.53530,6.51625,6.53874,6.52468,-129.925,6.52251,6.53530,6.51625,6.53874,6.52468
-124.608,6.52251,6.53530,6.51625,6.53874,6.52468,-124.608,6.52251,6.53530,6.51625,6.53874,6.52468,-124.608,6.52251,6.53530,6.51625,6.53874,6.52468,-127.125,6.52251,6.53530,6.51625,6.53874,6.52468,-127.125,6.52251,6.53530,6.51625,6.53874,6.52468,-127.125,6.52251,6.53530,6.51625,6.53874,6.52468
-121.860,6.52251,6.53530,6.51625,6.53874,6.52468,-121.860,6.52251,6.53530,6.51625,6.53874,6.52468,-121.860,6.52251,6.53530,6.51625,6.53874,6.52468,-124.326,6.52251,6.53530,6.51625,6.53874,6.52468,-124.326,6.52251,6.53530,6.51625,6.53874,6.52468,-124.326,6.52251,6.53530,6.51625,6.53874,6.52468
-119.112,6.52251,6.53530,6.51625,6.53874,6.52468,-119.112,6.52251,6.53530,6.51625,6.53874,6.52468,-119.112,6.52251,6.53530,6.51625,6.53874,6.52468,-121.527,6.52251,6.53530,6.51625,6.53874,6.52468,-121.527,6.52251,6.53530,6.51625,6.53874,6.52468,-121.527,6.52251,6.53530,6.51625,6.53874,6.52468
-116.363,6.52251,6.53530,6.51625,6.53874,6.52468,-116.363,6.52251,6.53530,6.51625,6.53874,6.52468,-116.363,6.52251,6.53530,6.51625,6.53874,6.52468,-118.727,6.52251,6.53530,6.51625,6.53874,6.52468,-118.727,6.52251,6.53530,6.51625,6.53874,6.52468,-118.727,6.52251,6.53530,6.51625,6.53874,6.52468
-113.615,6.52251,6.53530,6.51625,6.53874,6.52468,-113.615,6.52251,6.53530,6.51625,6.53874,6.52468,-113.615,6.52251,6.53530,6.51625,6.53874,6.52468,-115.928,6.52251,6.53530,6.51625,6.53874,6.52468,-115.928,6.52251,6.53530,6.51625,6.53874,6.52468,-115.928,6.52251,6.53530,6.51625,6.53874,6.52468
-110.867,6.52251,6.53530,6.51625,6.53874,6.52468,-110.867,6.52251,6.53530,6.51625,6.53874,6.52468,-110.867,6.52251,6.53530,6.51625,6.53874,6.52468,-113.128,6.52251,6.53530,6.51625,6.53874,6.52468,-113.128,6.52251,6.53530,6.51625,6.53874,6.52468,-113.128,6.52251,6.53530,6.51625,6.53874,6.52468
-108.119,6.52251,6.53530,6.51625,6.53874,6.52468,-108.119,6.52251,6.53530,6.51625,6.53874,6.52468,-108.119,6.52251,6.53530,6.51625,6.53874,6.52468,-110.329,6.52251,6.53530,6.51625,6.53874,6.52468,-110.329,6.52251,6.53530,6.51625,6.53874,6.52468,-110.329,6.52251,6.53530,6.51625,6.53874,6.52468
-105.371,6.52251,6.53530,6.51625,6.53874,6.52468,-105.371,6.52251,6.53530,6.51625,6.53874,6.52468,-105.371,6.52251,6.53530,6.51625,6.53874,6.52468,-107.529,6.52251,6.53530,6.51625,6.53874,6.52468,-107.529,6.52251,6.53530,6.51625,6.53874,6.52468,-107.529,6.52251,6.53530,6.51625,6.53874,6.52468
-102.623,6.52251,6.53530,6.51625,6.53874,6.52468,-102.623,6.52251,6.53530,6.51625,6.53874,6.52468,-102.623,6.52251,6.53530,6.51625,6.53874,6.52468,-104.730,6.52251,6.53530,6.51625,6.53874,6.52468,-104.730,6.52251,6.53530,6.51625,6.53874,6.52468,-104.730,6.52251,6.53530,6.51625,6.53874,6.52468
-99.8750,6.52251,6.53530,6.51625,6.53874,6.52468,-99.8750,6.52251,6.53530,6.51625,6.53874,6.52468,-99.8750,6.52251,6.53530,6.51625,6.53874,6.52468,-101.930,6.52251,6.53530,6.51625,6.53874,6.52468,-101.930,6.52251,6.53530,6.51625,6.53874,6.52468,-101.930,6.52251,6.53530,6.51625,6.53874,6.52468
-97.1269,6.52251,6.53530,6.51625,6.53874,6.52468,-97.1269,6.52251,6.53530,6.51625,6.53874,6.52468,-97.1269,6.52251,6.53530,6.51625,6.53874,6.52468,-99.1307,6.52251,6.53530,6.51625,6.53874,6.52468,-99.1307,6.52251,6.53530,6.51625,6.53874,6.52468,-99.1307,6.52251,6.53530,6.51625,6.53874,6.52468
-94.3789,6.52251,6.53530,6.51625,6.53874,6.52468,-94.3789,6.52251,6.53530,6.51625,6.53874,6.52468,-94.3789,6.52251,6.53530,6.51625,6.53874,6.52468,-96.3312,6.52251,6.53530,6.51625,6.53874,6.52468,-96.3312,6.52251,6.53530,6.51625,6.53874,6.52468,-96.3312,6.52251,6.53530,6.51625,6.53874,6.52468
-91.6308,6.52251,6.53530,6.51625,6.53874,6.52468,-91.6308,6.52251,6.53530,6.51625,6.53874,6.52468,-91.6308,6.52251,6.53530,6.51625,6.53874,6.52468,-93.5317,6.52251,6.53530,6.51625,6.53874,6.52468,-93.5317,6.52251,6.53530,6.51625,6.53874,6.52468,-93.5317,6.52251,6.53530,6.51625,6.53874,6.52468
-88.8827,6.52251,6.53530,6.51625,6.53874,6.52468,-88.8827,6.52251,6.53530,6.51625,6.53874,6.52468,-88.8827,6.52251,6.53530,6.51625,6.53874,6.52468,-90.7323,6.52251,6.53530,6.51625,6.53874,6.52468,-90.7323,6.52251,6.53530,6.51625,6.53874,6.52468,-90.7323,6.52251,6.53530,6.51625,6.53874,6.52468
-86.1346,6.52251,6.53530,6.51625,6.53874,6.52468,-86.1346,6.52251,6.53530,6.51625,6.53874,6.52468,-86.1346,6.52251,6.53530,6.51625,6.53874,6.52468,-87.9328,6.52251,6.53530,6.51625,6.53874,6.52468,-87.9328,6.52251,6.53530,6.51625,6.53874,6.52468,-87.9328,6.52251,6.53530,6.51625,6.53874,6.52468
-83.3865,6.52251,6.53530,6.51625,6.53874,6.52468,-83.3865,6.52251,6.53530,6.51625,6.53874,6.52468,-83.3865,6.52251,6.53530,6.51625,6.53874,6.52468,-85.1333,6.52251,6.53530,6.51625,6.53874,6.52468,-85.1333,6.52251,6.53530,6.51625,6.53874,6.52468,-85.1333,6.52251,6.53530,6.51625,6.53874,6.52468
-80.6385,6.52251,6.53530,6.51625,6.53874,6.52468,-80.6385,6.52251,6.53530,6.51625,6.53874,6.52468,-80.6385,6.52251,6.53530,6.51625,6.53874,6.52468,-82.3338,6.52251,6.53530,6.51625,6.53874,6.52468,-82.3338,6.52251,6.53530,6.51625,6.53874,6.52468,-82.3338,6.52251,6.53530,6.51625,6.53874,6.52468
-77.8904,6.52251,6.53530,6.51625,6.53874,6.52468,-77.8904,6.52251,6.53530,6.51625,6.53874,6.52468,-77.8904,6.52251,6.53530,6.51625,6.53874,6.52468,-79.5343,6.52251,6.53530,6.51625,6.53874,6.52468,-79.5343,6.52251,6.53530,6.51625,6.53874,6.52468,-79.5343,6.52251,6.53530,6.51625,6.53874,6.52468
-75.1423,6.52251,6.53530,6.51625,6.53874,6.52468,-75.1423,6.52251,6.53530,6.51625,6.53874,6.52468,-75.1423,6.52251,6.53530,6.51625,6.53874,6.52468,-76.7349,6.52251,6.53530,6.51624,6.53874,6.52468,-76.7349,6.52251,6.53530,6.51624,6.53874,6.52468,-76.7349,6.52251,6.53530,6.51624,6.53874,6.52468
-72.3942,6.52251,6.53530,6.51625,6.53874,6.52468,-72.3942,6.52251,6.53530,6.51625,6.53874,6.52468,-72.3942,6.52251,6.53530,6.51625,6.53874,6.52468,-73.9354,6.52251,6.53529,6.51624,6.53874,6.52468,-73.9354,6.52251,6.53529,6.51624,6.53874,6.52468,-73.9354,6.52251,6.53529,6.51624,6.53874,6.52468
-69.6462,6.52251,6.53530,6.51625,6.53874,6.52468,-69.6462,6.52251,6.53530,6.51625,6.53874,6.52468,-69.6462,6.52251,6.53530,6.51625,6.53874,6.52468,-71.1359,6.52249,6.53528,6.51620,6.53873,6.52467,-71.1359,6.52249,6.53528,6.51620,6.53873,6.52467,-71.1359,6.52249,6.53528,6.51620,6.53873,6.52467
-66.8981,6.52251,6.53530,6.51625,6.53874,6.52468,-66.8981,6.52251,6.53530,6.51625,6.53874,6.52468,-66.8981,6.52251,6.53530,6.51625,6.53874,6.52468,-68.3364,6.52244,6.53514,6.51606,6.53868,6.52461,-68.3364,6.52244,6.53514,6.51606,6.53868,6.52461,-68.3364,6.52244,6.53514,6.51606,6.53868,6.52461
-64.1500,6.52251,6.53530,6.51625,6.53874,6.52468,-64.1500,6.52251,6.53530,6.51625,6.53874,6.52468,-64.1500,6.52251,6.53530,6.51625,6.53874,6.52468,-65.5369,6.52221,6.53468,6.51557,6.53848,6.52437,-65.5369,6.52221,6.53468,6.51557,6.53848,6.52437,-65.5369,6.52221,6.53468,6.51557,6.53848,6.52437
-61.4019,6.52251,6.53530,6.51624,6.53874,6.52468,-61.4019,6.52251,6.53530,6.51624,6.53874,6.52468,-61.4019,6.52251,6.53530,6.51624,6.53874,6.52468,-62.7375,6.52113,6.53337,6.51400,6.53771,6.52350,-62.7375,6.52113,6.53337,6.51400,6.53771,6.52350,-62.7375,6.52113,6.53337,6.51400,6.53771,6.52350
-58.6538,6.52251,6.53529,6.51623,6.53874,6.52467,-58.6538,6.52251,6.53529,6.51623,6.53874,6.52467,-58.6538,6.52251,6.53529,6.51623,6.53874,6.52467,-59.9380,6.51757,6.52942,6.50943,6.53514,6.52066,-59.9380,6.51757,6.52942,6.50943,6.53514,6.52066,-59.9380,6.51757,6.52942,6.50943,6.53514,6.52066
-55.9058,6.52249,6.53523,6.51608,6.53870,6.52458,-55.9058,6.52249,6.53523,6.51608,6.53870,6.52458,-55.9058,6.52249,6.53523,6.51608,6.53870,6.52458,-57.1385,6.50705,6.52118,6.49737,6.52736,6.51238,-57.1385,6.50705,6.52118,6.49737,6.52736,6.51238,-57.1385,6.50705,6.52118,6.49737,6.52736,6.51238
-53.1577,6.52207,6.53436,6.51516,6.53836,6.52389,-53.1577,6.52207,6.53436,6.51516,6.53836,6.52389,-53.1577,6.52207,6.53436,6.51516,6.53836,6.52389,-54.3390,6.47855,6.50070,6.46758,6.51175,6.49073,-54.3390,6.47855,6.50070,6.46758,6.51175,6.49073,-54.3390,6.47855,6.50070,6.46758,6.51175,6.49073
-50.4096,6.51856,6.52900,6.51022,6.53589,6.51967,-50.4096,6.51856,6.52900,6.51022,6.53589,6.51967,-50.4096,6.51856,6.52900,6.51022,6.53589,6.51967,-51.5395,6.41526,6.45289,6.40211,6.48018,6.43998,-51.5395,6.41526,6.45289,6.40211,6.48018,6.43998,-51.5395,6.41526,6.45289,6.40211,6.48018,6.43998
-47.6615,6.49759,6.51173,6.48343,6.52057,6.49950,-47.6615,6.49759,6.51173,6.48343,6.52057,6.49950,-47.6615,6.49759,6.51173,6.48343,6.52057,6.49950,-48.7401,6.29112,6.34966,6.27494,6.40138,6.33338,-48.7401,6.29112,6.34966,6.27494,6.40138,6.33338,-48.7401,6.29112,6.34966,6.27494,6.40138,6.33338
-44.9135,6.41444,6.45360,6.39192,6.46618,6.42380,-44.9135,6.41444,6.45360,6.39192,6.46618,6.42380,-44.9135,6.41444,6.45360,6.39192,6.46618,6.42380,-45.9406,6.07034,6.14896,6.04814,6.23037,6.13271,-45.9406,6.07034,6.14896,6.04814,6.23037,6.13271,-45.9406,6.07034,6.14896,6.04814,6.23037,6.13271
-42.1654,6.18248,6.25208,6.14419,6.27978,6.20045,-42.1654,6.18248,6.25208,6.14419,6.27978,6.20045,-42.1654,6.18248,6.25208,6.14419,6.27978,6.20045,-43.1411,5.71496,5.80901,5.68739,5.90765,5.79416,-43.1411,5.71496,5.80901,5.68739,5.90765,5.79416,-43.1411,5.71496,5.80901,5.68739,5.90765,5.79416
-39.4173,5.66273,5.75011,5.59806,5.78203,5.68289,-39.4173,5.66273,5.75011,5.59806,5.78203,5.68289,-39.4173,5.66273,5.75011,5.59806,5.78203,5.68289,-40.3416,5.20099,5.29469,5.15797,5.37801,5.28229,-40.3416,5.20099,5.29469,5.15797,5.37801,5.28229,-40.3416,5.20099,5.29469,5.15797,5.37801,5.28229
-36.6692,4.69994,4.79392,4.62078,4.85441,4.74009,-36.6692,4.69994,4.79392,4.62078,4.85441,4.74009,-36.6692,4.69994,4.79392,4.62078,4.85441,4.74009,-37.5421,4.50527,4.59588,4.46406,4.67627,4.58868,-37.5421,4.50527,4.59588,4.46406,4.67627,4.58868,-37.5421,4.50527,4.59588,4.46406,4.67627,4.58868
-33.9211,3.26058,3.45366,3.15949,3.58527,3.39079,-33.9211,3.26058,3.45366,3.15949,3.58527,3.39079,-33.9211,3.26058,3.45366,3.15949,3.58527,3.39079,-34.7427,3.65394,3.76397,3.61726,3.81435,3.74634,-34.7427,3.65394,3.76397,3.61726,3.81435,3.74634,-34.7427,3.65394,3.76397,3.61726,3.81435,3.74634
-31.1731,1.66980,1.97793,1.50318,2.12097,1.87292,-31.1731,1.66980,1.97793,1.50318,2.12097,1.87292,-31.1731,1.66980,1.97793,1.50318,2.12097,1.87292,-31.9432,2.73275,2.87004,2.64944,2.91824,2.82955,-31.9432,2.73275,2.87004,2.64944,2.91824,2.82955,-31.9432,2.73275,2.87004,2.64944,2.91824,2.82955
-28.4250,0.317031,0.645959,0.177323,0.788555,0.530996,-28.4250,0.317031,0.645959,0.177323,0.788555,0.530996,-28.4250,0.317031,0.645959,0.177323,0.788555,0.530996,-29.1437,1.83441,2.00118,1.72689,2.05761,1.93528,-29.1437,1.83441,2.00118,1.72689,2.05761,1.93528,-29.1437,1.83441,2.00118,1.72689,2.05761,1.93528
-25.6769,-0.537785,-0.316315,-0.607480,-0.200998,-0.401275,-25.6769,-0.537785,-0.316315,-0.607480,-0.200998,-0.401275,-25.6769,-0.537785,-0.316315,-0.607480,-0.200998,-0.401275,-26.3442,1.07137,1.21275,0.957823,1.28607,1.15352,-26.3442,1.07137,1.21275,0.957823,1.28607,1.15352,-26.3442,1.07137,1.21275,0.957823,1.28607,1.15352
-22.9288,-0.948054,-0.856390,-0.979425,-0.808686,-0.910383,-22.9288,-0.948054,-0.856390,-0.979425,-0.808686,-0.910383,-22.9288,-0.948054,-0.856390,-0.979425,-0.808686,-0.910383,-23.5447,0.482121,0.591624,0.392035,0.646141,0.541029,-23.5447,0.482121,0.591624,0.392035,0.646141,0.541029,-23.5447,0.482121,0.591624,0.392035,0.646141,0.541029
-20.1808,-1.13025,-1.07346,-1.17017,-1.04575,-1.12879,-20.1808,-1.13025,-1.07346,-1.17017,-1.04575,-1.12879,-20.1808,-1.13025,-1.07346,-1.17017,-1.04575,-1.12879,-20.7453,0.0675072,0.145159,0.0316553,0.181826,0.110963,-20.7453,0.0675072,0.145159,0.0316553,0.181826,0.110963,-20.7453,0.0675072,0.145159,0.0316553,0.181826,0.110963
-17.4327,-1.22075,-1.11990,-1.25506,-1.07459,-1.20243,-17.4327,-1.22075,-1.11990,-1.25506,-1.07459,-1.20243,-17.4327,-1.22075,-1.11990,-1.25506,-1.07459,-1.20243,-17.9458,-0.200375,-0.120273,-0.234460,-0.100476,-0.159671,-17.9458,-0.200375,-0.120273,-0.234460,-0.100476,-0.159671,-17.9458,-0.200375,-0.120273,-0.234460,-0.100476,-0.159671
-14.6846,-1.24600,-1.12818,-1.28612,-1.07980,-1.22194,-14.6846,-1.24600,-1.12818,-1.28612,-1.07980,-1.22194,-14.6846,-1.24600,-1.12818,-1.28612,-1.07980,-1.22194,-15.1463,-0.363353,-0.260968,-0.407467,-0.214922,-0.312300,-15.1463,-0.363353,-0.260968,-0.407467,-0.214922,-0.312300,-15.1463,-0.363353,-0.260968,-0.407467,-0.214922,-0.312300
-11.9365,-1.25433,-1.12952,-1.29280,-1.08049,-1.22599,-11.9365,-1.25433,-1.12952,-1.29280,-1.08049,-1.22599,-11.9365,-1.25433,-1.12952,-1.29280,-1.08049,-1.22599,-12.3468,-0.450530,-0.333299,-0.522663,-0.262722,-0.389443,-12.3468,-0.450530,-0.333299,-0.522663,-0.262722,-0.389443,-12.3468,-0.450530,-0.333299,-0.522663,-0.262722,-0.389443
-9.18845,-1.25602,-1.12968,-1.29414,-1.08056,-1.22666,-9.18845,-1.25602,-1.12968,-1.29414,-1.08056,-1.22666,-9.18845,-1.25602,-1.12968,-1.29414,-1.08056,-1.22666,-9.54735,-0.498986,-0.365539,-0.583151,-0.280722,-0.424385,-9.54735,-0.498986,-0.365539,-0.583151,-0.280722,-0.424385,-9.54735,-0.498986,-0.365539,-0.583151,-0.280722,-0.424385
-6.44037,-1.25585,-1.12808,-1.29434,-1.08053,-1.22621,-6.44037,-1.25585,-1.12808,-1.29434,-1.08053,-1.22621,-6.44037,-1.25585,-1.12808,-1.29434,-1.08053,-1.22621,-6.74787,-0.518559,-0.377657,-0.611721,-0.273298,-0.438365,-6.74787,-0.518559,-0.377657,-0.611721,-0.273298,-0.438365,-6.74787,-0.518559,-0.377657,-0.611721,-0.273298,-0.438365
-3.69230,-1.24795,-1.07713,-1.28001,-0.985435,-1.16224,-3.69230,-1.24795,-1.07713,-1.28001,-0.985435,-1.16224,-3.69230,-1.24795,-1.07713,-1.28001,-0.985435,-1.16224,-3.94839,-0.514654,-0.366780,-0.621602,-0.198490,-0.409253,-3.94839,-0.514654,-0.366780,-0.621602,-0.198490,-0.409253,-3.94839,-0.514654,-0.366780,-0.621602,-0.198490,-0.409253
-0.944219,-0.546682,-0.218358,-0.659905,-0.0698456,-0.241301,-0.944219,-0.546682,-0.218358,-0.659905,-0.0698456,-0.241301,-0.944219,-0.546682,-0.218358,-0.659905,-0.0698456,-0.241301,-1.14891,-0.0987460,0.210986,-0.180249,0.376659,0.210014,-1.14891,-0.0987460,0.210986,-0.180249,0.376659,0.210014,-1.14891,-0.0987460,0.210986,-0.180249,0.376659,0.210014
1.80386,1.59116,1.89725,1.32391,1.94951,1.55315,1.80386,1.59116,1.89725,1.32391,1.94951,1.55315,1.80386,1.59116,1.89725,1.32391,1.94951,1.55315,1.65057,1.65351,1.89227,1.45934,1.94297,1.62168,1.65057,1.65351,1.89227,1.45934,1.94297,1.62168,1.65057,1.65351,1.89227,1.45934,1.94297,1.62168
4.55194,2.05576,2.06993,1.96513,2.06999,2.05188,4.55194,2.05576,2.06993,1.96513,2.06999,2.05188,4.55194,2.05576,2.06993,1.96513,2.06999,2.05188,4.45005,2.05704,2.06999,1.98428,2.07007,2.05378,4.45005,2.05704,2.06999,1.98428,2.07007,2.05378,4.45005,2.05704,2.06999,1.98428,2.07007,2.05378
7.30001,2.06996,2.07000,2.06339,2.07000,2.06993,7.30001,2.06996,2.07000,2.06339,2.07000,2.06993,7.30001,2.06996,2.07000,2.06339,2.07000,2.06993,7.24953,2.06996,2.07002,2.06483,2.07006,2.06994,7.24953,2.06996,2.07002,2.06483,2.07006,2.06994,7.24953,2.06996,2.07002,2.06483,2.07006,2.06994
10.0481,2.07000,2.07000,2.06978,2.07000,2.07000,10.0481,2.07000,2.07000,2.06978,2.07000,2.07000,10.0481,2.07000,2.07000,2.06978,2.07000,2.07000,10.0490,2.07000,2.07000,2.06984,2.07002,2.07000,10.0490,2.07000,2.07000,2.06984,2.07002,2.07000,10.0490,2.07000,2.07000,2.06984,2.07002,2.07000
